City,State,Zip input,Miles,Roundtrip miles,RPM,Base rate,Fuel (32%),Linehaul + FSC
SACRAMENTO,CA,95823,406,812,2.41,1956.92,626.2144,2583.1344
APACHE JUNCTION,AZ,85120,406,812,2.41,1956.92,626.2144,2583.1344
EHRENBERG,AZ,85334,407,814,2.41,1961.74,627.7568,2589.4968
DISCOVERY BAY,CA,94505,407,814,2.41,1961.74,627.7568,2589.4968
SEDONA,AZ,86336,407,814,2.41,1961.74,627.7568,2589.4968
MENLO PARK,CA,94025,407,814,2.41,1961.74,627.7568,2589.4968
DALY CITY,CA,94014,407,814,2.41,1961.74,627.7568,2589.4968
SAN FRANCISCO,CA,94124,407,814,2.41,1961.74,627.7568,2589.4968
GILBERT,AZ,85296,407,814,2.41,1961.74,627.7568,2589.4968
ORINDA,CA,94563,407,814,2.41,1961.74,627.7568,2589.4968
EL SOBRANTE,CA,94803,407,814,2.41,1961.74,627.7568,2589.4968
SAN FRANCISCO,CA,94188,407,814,2.41,1961.74,627.7568,2589.4968
THORNTON,CA,95686,407,814,2.41,1961.74,627.7568,2589.4968
PHOENIX,AZ,85017,408,816,2.41,1966.56,629.2992,2595.8592
SAN FRANCISCO,CA,94103,408,816,2.41,1966.56,629.2992,2595.8592
SAN FRANCISCO,CA,94104,408,816,2.41,1966.56,629.2992,2595.8592
SAN FRANCISCO,CA,94132,408,816,2.41,1966.56,629.2992,2595.8592
SAN FRANCISCO,CA,94134,408,816,2.41,1966.56,629.2992,2595.8592
SAN FRANCISCO,CA,94127,408,816,2.41,1966.56,629.2992,2595.8592
SCOTTSDALE,AZ,85255,408,816,2.41,1966.56,629.2992,2595.8592
SOMERTON,AZ,85350,409,818,2.41,1971.38,630.8416,2602.2216
SAN FRANCISCO,CA,94107,409,818,2.41,1971.38,630.8416,2602.2216
SAN FRANCISCO,CA,94133,409,818,2.41,1971.38,630.8416,2602.2216
SAN FRANCISCO,CA,94102,409,818,2.41,1971.38,630.8416,2602.2216
SAN FRANCISCO,CA,94114,409,818,2.41,1971.38,630.8416,2602.2216
SAN FRANCISCO,CA,94118,409,818,2.41,1971.38,630.8416,2602.2216
ANTIOCH,CA,94509,409,818,2.41,1971.38,630.8416,2602.2216
SACRAMENTO,CA,95816,409,818,2.41,1971.38,630.8416,2602.2216
WOODLAND,CA,95695,409,818,2.41,1971.38,630.8416,2602.2216
LOS GATOS,CA,95030,410,820,2.41,1976.2,632.384,2608.584
MORAGA,CA,94556,410,820,2.41,1976.2,632.384,2608.584
LUKEVILLE,AZ,85341,410,820,2.41,1976.2,632.384,2608.584
SACRAMENTO,CA,95822,410,820,2.41,1976.2,632.384,2608.584
SACRAMENTO,CA,95821,410,820,2.41,1976.2,632.384,2608.584
PHOENIX,AZ,85044,410,820,2.41,1976.2,632.384,2608.584
SAN CARLOS,CA,94070,410,820,2.41,1976.2,632.384,2608.584
SAN FRANCISCO,CA,94109,410,820,2.41,1976.2,632.384,2608.584
SCOTTSDALE,AZ,85257,410,820,2.41,1976.2,632.384,2608.584
MOUNTAIN VIEW,CA,94043,410,820,2.41,1976.2,632.384,2608.584
PLEASANTON,CA,94588,410,820,2.41,1976.2,632.384,2608.584
DALY CITY,CA,94015,410,820,2.41,1976.2,632.384,2608.584
DALY CITY,CA,94015,410,820,2.41,1976.2,632.384,2608.584
SUN CITY WEST,AZ,85375,410,820,2.41,1976.2,632.384,2608.584
SAN JOSE,CA,95101,411,822,2.41,1981.02,633.9264,2614.9464
MOSS BEACH,CA,94038,411,822,2.41,1981.02,633.9264,2614.9464
DANVILLE,CA,94526,411,822,2.41,1981.02,633.9264,2614.9464
HOOD,CA,95639,411,822,2.41,1981.02,633.9264,2614.9464
BERKELEY,CA,94705,411,822,2.41,1981.02,633.9264,2614.9464
REDWOOD CITY,CA,94063,411,822,2.41,1981.02,633.9264,2614.9464
BERKELEY,CA,94709,411,822,2.41,1981.02,633.9264,2614.9464
SACRAMENTO,CA,95819,411,822,2.41,1981.02,633.9264,2614.9464
SAN FRANCISCO,CA,94122,411,822,2.41,1981.02,633.9264,2614.9464
CASTRO VALLEY,CA,94546,411,822,2.41,1981.02,633.9264,2614.9464
SAN FRANCISCO,CA,94116,411,822,2.41,1981.02,633.9264,2614.9464
DALY CITY,CA,94014,411,822,2.41,1981.02,633.9264,2614.9464
SAN FRANCISCO,CA,94133,411,822,2.41,1981.02,633.9264,2614.9464
RICHMOND,CA,94805,411,822,2.41,1981.02,633.9264,2614.9464
BURLINGAME,CA,94010,411,822,2.41,1981.02,633.9264,2614.9464
ISLETON,CA,95641,411,822,2.41,1981.02,633.9264,2614.9464
SACRAMENTO,CA,95814,411,822,2.41,1981.02,633.9264,2614.9464
SAN FRANCISCO,CA,94115,411,822,2.41,1981.02,633.9264,2614.9464
VILLA GRANDE,CA,95486,411,822,2.41,1981.02,633.9264,2614.9464
YARNELL,AZ,85362,412,824,2.41,1985.84,635.4688,2621.3088
CHANDLER,AZ,85248,412,824,2.41,1985.84,635.4688,2621.3088
SAN FRANCISCO,CA,94124,412,824,2.41,1985.84,635.4688,2621.3088
SUNNYVALE,CA,94087,412,824,2.41,1985.84,635.4688,2621.3088
TEMPE,AZ,85284,412,824,2.41,1985.84,635.4688,2621.3088
SACRAMENTO,CA,95813,412,824,2.41,1985.84,635.4688,2621.3088
SAN FRANCISCO,CA,94121,412,824,2.41,1985.84,635.4688,2621.3088
SEDONA,AZ,86351,412,824,2.41,1985.84,635.4688,2621.3088
PHOENIX,AZ,85087,412,824,2.41,1985.84,635.4688,2621.3088
MOUNT AUKUM,CA,95656,412,824,2.41,1985.84,635.4688,2621.3088
SAN ANSELMO,CA,94960,412,824,2.41,1985.84,635.4688,2621.3088
FORESTVILLE,CA,95436,412,824,2.41,1985.84,635.4688,2621.3088
TONOPAH,AZ,85354,413,826,2.41,1990.66,637.0112,2627.6712
PHOENIX,AZ,85034,413,826,2.41,1990.66,637.0112,2627.6712
GUINDA,CA,95637,413,826,2.41,1990.66,637.0112,2627.6712
SAN PABLO,CA,94806,413,826,2.41,1990.66,637.0112,2627.6712
CHANDLER,AZ,85224,413,826,2.41,1990.66,637.0112,2627.6712
SAN FRANCISCO,CA,94117,413,826,2.41,1990.66,637.0112,2627.6712
SAN FRANCISCO,CA,94105,413,826,2.41,1990.66,637.0112,2627.6712
MESA,AZ,85206,413,826,2.41,1990.66,637.0112,2627.6712
SOMERSET,CA,95684,413,826,2.41,1990.66,637.0112,2627.6712
NORTH HIGHLANDS,CA,95660,413,826,2.41,1990.66,637.0112,2627.6712
SQUAW VALLEY,CA,93675,415,830,2.41,2000.3,640.096,2640.396
RIPON,CA,95366,415,830,2.41,2000.3,640.096,2640.396
MOKELUMNE HILL,CA,95245,415,830,2.41,2000.3,640.096,2640.396
WALNUT GROVE,CA,95690,415,830,2.41,2000.3,640.096,2640.396
KENTFIELD,CA,94904,415,830,2.41,2000.3,640.096,2640.396
SAN RAFAEL,CA,94901,415,830,2.41,2000.3,640.096,2640.396
PLYMOUTH,CA,95669,415,830,2.41,2000.3,640.096,2640.396
STEVINSON,CA,95374,416,832,2.41,2005.12,641.6384,2646.7584
SAN FRANCISCO,CA,94114,416,832,2.41,2005.12,641.6384,2646.7584
VALLEJO,CA,94590,416,832,2.41,2005.12,641.6384,2646.7584
MARSHALL,CA,94940,416,832,2.41,2005.12,641.6384,2646.7584
SUPERIOR,AZ,85173,416,832,2.41,2005.12,641.6384,2646.7584
SCOTTSDALE,AZ,85258,417,834,2.41,2009.94,643.1808,2653.1208
SAN FRANCISCO,CA,94112,417,834,2.41,2009.94,643.1808,2653.1208
STUDIO CITY,CA,91604,417,834,2.41,2009.94,643.1808,2653.1208
RED ROCK,AZ,85145,417,834,2.41,2009.94,643.1808,2653.1208
BROOKS,CA,95606,417,834,2.41,2009.94,643.1808,2653.1208
MARICOPA,AZ,85139,417,834,2.41,2009.94,643.1808,2653.1208
SURPRISE,AZ,85378,418,836,2.41,2014.76,644.7232,2659.4832
ALBANY,CA,94706,418,836,2.41,2014.76,644.7232,2659.4832
SAN FRANCISCO,CA,94123,418,836,2.41,2014.76,644.7232,2659.4832
DILLON BEACH,CA,94929,418,836,2.41,2014.76,644.7232,2659.4832
CARMICHAEL,CA,95608,418,836,2.41,2014.76,644.7232,2659.4832
ROSEVILLE,CA,95661,418,836,2.41,2014.76,644.7232,2659.4832
MADELINE,CA,96119,418,836,2.41,2014.76,644.7232,2659.4832
GEORGETOWN,CA,95634,418,836,2.41,2014.76,644.7232,2659.4832
SAN LEANDRO,CA,94577,419,838,2.41,2019.58,646.2656,2665.8456
ANGELS CAMP,CA,95222,419,838,2.41,2019.58,646.2656,2665.8456
ARNOLD,CA,95223,419,838,2.41,2019.58,646.2656,2665.8456
DOWNIEVILLE,CA,95936,419,838,2.41,2019.58,646.2656,2665.8456
EAGLEVILLE,CA,96110,419,838,2.41,2019.58,646.2656,2665.8456
ALAMEDA,CA,94501,420,840,2.41,2024.4,647.808,2672.208
NICASIO,CA,94946,420,840,2.41,2024.4,647.808,2672.208
ESPARTO,CA,95627,420,840,2.41,2024.4,647.808,2672.208
PINE GROVE,CA,95665,420,840,2.41,2024.4,647.808,2672.208
SOULSBYVILLE,CA,95372,421,842,2.41,2029.22,649.3504,2678.5704
FAIR OAKS,CA,95628,421,842,2.41,2029.22,649.3504,2678.5704
NOVATO,CA,94949,421,842,2.41,2029.22,649.3504,2678.5704
CASA GRANDE,AZ,85122,421,842,2.41,2029.22,649.3504,2678.5704
CANYON DAM,CA,95923,421,842,2.41,2029.22,649.3504,2678.5704
FIDDLETOWN,CA,95629,422,844,2.41,2034.04,650.8928,2684.9328
SAN RAFAEL,CA,94901,422,844,2.41,2034.04,650.8928,2684.9328
RESCUE,CA,95672,422,844,2.41,2034.04,650.8928,2684.9328
GOODYEAR,AZ,85338,422,844,2.41,2034.04,650.8928,2684.9328
SACRAMENTO,CA,95841,422,844,2.41,2034.04,650.8928,2684.9328
BAPCHULE,AZ,85121,422,844,2.41,2034.04,650.8928,2684.9328
ORANGEVALE,CA,95662,422,844,2.41,2034.04,650.8928,2684.9328
ELMIRA,CA,95625,423,846,2.41,2038.86,652.4352,2691.2952
COTATI,CA,94931,423,846,2.41,2038.86,652.4352,2691.2952
YOUNTVILLE,CA,94599,424,848,2.41,2043.68,653.9776,2697.6576
BERKELEY,CA,94703,424,848,2.41,2043.68,653.9776,2697.6576
INVERNESS,CA,94937,424,848,2.41,2043.68,653.9776,2697.6576
WILTON,CA,95693,424,848,2.41,2043.68,653.9776,2697.6576
KIRKWOOD,CA,95646,424,848,2.41,2043.68,653.9776,2697.6576
STONYFORD,CA,95979,424,848,2.41,2043.68,653.9776,2697.6576
ELOY,AZ,85131,424,848,2.41,2043.68,653.9776,2697.6576
LA GRANGE,CA,95329,425,850,2.41,2048.5,655.52,2704.02
SACRAMENTO,CA,95825,425,850,2.41,2048.5,655.52,2704.02
RICHMOND,CA,94801,425,850,2.41,2048.5,655.52,2704.02
SACRAMENTO,CA,95824,425,850,2.41,2048.5,655.52,2704.02
SLOUGHHOUSE,CA,95683,425,850,2.41,2048.5,655.52,2704.02
KELSEYVILLE,CA,95451,425,850,2.41,2048.5,655.52,2704.02
CASA GRANDE,AZ,85193,426,852,2.41,2053.32,657.0624,2710.3824
COURTLAND,CA,95615,426,852,2.41,2053.32,657.0624,2710.3824
SAN LORENZO,CA,94580,426,852,2.41,2053.32,657.0624,2710.3824
RIO VISTA,CA,94571,426,852,2.41,2053.32,657.0624,2710.3824
OATMAN,AZ,86433,427,854,2.41,2058.14,658.6048,2716.7448
LARKSPUR,CA,94939,427,854,2.41,2058.14,658.6048,2716.7448
PEACH SPRINGS,AZ,86434,427,854,2.41,2058.14,658.6048,2716.7448
LAGUNITAS,CA,94938,427,854,2.41,2058.14,658.6048,2716.7448
WEST POINT,CA,95255,428,856,2.41,2062.96,660.1472,2723.1072
SAN FRANCISCO,CA,94111,428,856,2.41,2062.96,660.1472,2723.1072
SAN QUENTIN,CA,94964,428,856,2.41,2062.96,660.1472,2723.1072
JACKSON,CA,95642,428,856,2.41,2062.96,660.1472,2723.1072
NORTH SAN JUAN,CA,95960,428,856,2.41,2062.96,660.1472,2723.1072
RYDE,CA,95680,428,856,2.41,2062.96,660.1472,2723.1072
SUNNYVALE,CA,94089,429,858,2.41,2067.78,661.6896,2729.4696
CROCKETT,CA,94525,429,858,2.41,2067.78,661.6896,2729.4696
PETALUMA,CA,94999,429,858,2.41,2067.78,661.6896,2729.4696
PLACERVILLE,CA,95667,430,860,2.3,1978,632.96,2610.96
NEWCASTLE,CA,95658,431,862,2.3,1982.6,634.432,2617.032
NICOLAUS,CA,95659,431,862,2.3,1982.6,634.432,2617.032
PETALUMA,CA,94952,431,862,2.3,1982.6,634.432,2617.032
DEWEY,AZ,86327,431,862,2.3,1982.6,634.432,2617.032
BYRON,CA,94514,431,862,2.3,1982.6,634.432,2617.032
LOTUS,CA,95651,432,864,2.3,1987.2,635.904,2623.104
YUMA,AZ,85367,433,866,2.3,1991.8,637.376,2629.176
DAVIS,CA,95616,433,866,2.3,1991.8,637.376,2629.176
QUEEN CREEK,AZ,85142,433,866,2.3,1991.8,637.376,2629.176
MIDDLETOWN,CA,95461,433,866,2.3,1991.8,637.376,2629.176
TRUCKEE,CA,96161,433,866,2.3,1991.8,637.376,2629.176
SAN GERONIMO,CA,94963,434,868,2.3,1996.4,638.848,2635.248
BISBEE,AZ,85603,434,868,2.3,1996.4,638.848,2635.248
HERALD,CA,95638,435,870,2.3,2001,640.32,2641.32
HUMBOLDT,AZ,86329,435,870,2.3,2001,640.32,2641.32
SEBASTOPOL,CA,95472,435,870,2.3,2001,640.32,2641.32
WINTERS,CA,95694,436,872,2.3,2005.6,641.792,2647.392
PARKER,AZ,85344,437,874,2.3,2010.2,643.264,2653.464
PHOENIX,AZ,85016,437,874,2.3,2010.2,643.264,2653.464
MARTINEZ,CA,94553,437,874,2.3,2010.2,643.264,2653.464
CEDAR RIDGE,CA,95924,437,874,2.3,2010.2,643.264,2653.464
PLEASANT GROVE,CA,95668,438,876,2.3,2014.8,644.736,2659.536
SACRAMENTO,CA,95842,438,876,2.3,2014.8,644.736,2659.536
ROCKLIN,CA,95677,438,876,2.3,2014.8,644.736,2659.536
KIRKLAND,AZ,86332,439,878,2.3,2019.4,646.208,2665.608
SANTA ROSA,CA,95404,439,878,2.3,2019.4,646.208,2665.608
PINEDALE,AZ,85934,439,878,2.3,2019.4,646.208,2665.608
EL CERRITO,CA,94530,440,880,2.3,2024,647.68,2671.68
BODEGA BAY,CA,94923,440,880,2.3,2024,647.68,2671.68
PETALUMA,CA,94954,440,880,2.3,2024,647.68,2671.68
WOODACRE,CA,94973,440,880,2.3,2024,647.68,2671.68
CORTE MADERA,CA,94925,440,880,2.3,2024,647.68,2671.68
GOODYEARS BAR,CA,95944,440,880,2.3,2024,647.68,2671.68
PIONEER,CA,95666,441,882,2.3,2028.6,649.152,2677.752
GARDEN VALLEY,CA,95633,441,882,2.3,2028.6,649.152,2677.752
REDWOOD CITY,CA,94063,442,884,2.3,2033.2,650.624,2683.824
FAIRFIELD,CA,94533,442,884,2.3,2033.2,650.624,2683.824
MILL VALLEY,CA,94941,442,884,2.3,2033.2,650.624,2683.824
PENRYN,CA,95663,442,884,2.3,2033.2,650.624,2683.824
MARANA,AZ,85653,443,886,2.3,2037.8,652.096,2689.896
CHICO,CA,95928,443,886,2.3,2037.8,652.096,2689.896
LITCHFIELD,CA,96117,443,886,2.3,2037.8,652.096,2689.896
SAN RAFAEL,CA,94903,444,888,2.3,2042.4,653.568,2695.968
MADISON,CA,95653,444,888,2.3,2042.4,653.568,2695.968
BOONVILLE,CA,95415,444,888,2.3,2042.4,653.568,2695.968
TRONA,CA,93562,445,890,2.3,2047,655.04,2702.04
SAUSALITO,CA,94965,445,890,2.3,2047,655.04,2702.04
EL DORADO HILLS,CA,95762,445,890,2.3,2047,655.04,2702.04
GALT,CA,95632,446,892,2.3,2051.6,656.512,2708.112
ZENIA,CA,95595,447,894,2.3,2056.2,657.984,2714.184
SACRAMENTO,CA,95838,447,894,2.3,2056.2,657.984,2714.184
SACATON,AZ,85147,447,894,2.3,2056.2,657.984,2714.184
AMADOR CITY,CA,95601,447,894,2.3,2056.2,657.984,2714.184
AUBURN,CA,95603,447,894,2.3,2056.2,657.984,2714.184
BERRY CREEK,CA,95916,447,894,2.3,2056.2,657.984,2714.184
SONORA,CA,95370,448,896,2.3,2060.8,659.456,2720.256
ROSS,CA,94957,448,896,2.3,2060.8,659.456,2720.256
WILLOWS,CA,95988,448,896,2.3,2060.8,659.456,2720.256
BROWNSVILLE,CA,95919,448,896,2.3,2060.8,659.456,2720.256
CHESTER,CA,96020,448,896,2.3,2060.8,659.456,2720.256
WILSEYVILLE,CA,95257,449,898,2.3,2065.4,660.928,2726.328
POINT REYES STATION,CA,94956,449,898,2.3,2065.4,660.928,2726.328
FORT THOMAS,AZ,85536,449,898,2.3,2065.4,660.928,2726.328
BOYES HOT SPRINGS,CA,95416,449,898,2.3,2065.4,660.928,2726.328
GREENWOOD,CA,95635,450,900,2.3,2070,662.4,2732.4
HAYWARD,CA,94545,451,902,2.3,2074.6,663.872,2738.472
ARIVACA,AZ,85601,451,902,2.3,2074.6,663.872,2738.472
SAN RAFAEL,CA,94903,452,904,2.3,2079.2,665.344,2744.544
DIXON,CA,95620,452,904,2.3,2079.2,665.344,2744.544
VACAVILLE,CA,95687,452,904,2.3,2079.2,665.344,2744.544
LODI,CA,95240,453,906,2.3,2083.8,666.816,2750.616
CAMINO,CA,95709,453,906,2.3,2083.8,666.816,2750.616
SHOW LOW,AZ,85901,453,906,2.3,2083.8,666.816,2750.616
SUISUN CITY,CA,94585,454,908,2.3,2088.4,668.288,2756.688
SAN PABLO,CA,94806,454,908,2.3,2088.4,668.288,2756.688
CHLORIDE,AZ,86431,454,908,2.3,2088.4,668.288,2756.688
TUCSON,AZ,85710,454,908,2.3,2088.4,668.288,2756.688
LOS ALTOS,CA,94024,455,910,2.3,2093,669.76,2762.76
SANTA ROSA,CA,95401,455,910,2.3,2093,669.76,2762.76
WEST SACRAMENTO,CA,95605,455,910,2.3,2093,669.76,2762.76
CITRUS HEIGHTS,CA,95621,456,912,2.3,2097.6,671.232,2768.832
TUBA CITY,AZ,86045,456,912,2.3,2097.6,671.232,2768.832
SHONTO,AZ,86054,457,914,2.3,2102.2,672.704,2774.904
ROBBINS,CA,95676,457,914,2.3,2102.2,672.704,2774.904
PLEASANTON,CA,94566,457,914,2.3,2102.2,672.704,2774.904
PARADISE,CA,95969,457,914,2.3,2102.2,672.704,2774.904
NOVATO,CA,94947,458,916,2.3,2106.8,674.176,2780.976
REDWOOD VALLEY,CA,95470,458,916,2.3,2106.8,674.176,2780.976
BODEGA,CA,94922,458,916,2.3,2106.8,674.176,2780.976
COOLIDGE,AZ,85128,459,918,2.3,2111.4,675.648,2787.048
POPE VALLEY,CA,94567,459,918,2.3,2111.4,675.648,2787.048
SACRAMENTO,CA,95821,459,918,2.3,2111.4,675.648,2787.048
ROHNERT PARK,CA,94928,459,918,2.3,2111.4,675.648,2787.048
TUCSON,AZ,85745,459,918,2.3,2111.4,675.648,2787.048
KEAMS CANYON,AZ,86034,459,918,2.3,2111.4,675.648,2787.048
SHINGLE SPRINGS,CA,95682,460,920,2.3,2116,677.12,2793.12
MARICOPA,AZ,85138,460,920,2.3,2116,677.12,2793.12
COLOMA,CA,95613,460,920,2.3,2116,677.12,2793.12
KNIGHTS LANDING,CA,95645,460,920,2.3,2116,677.12,2793.12
TUCSON,AZ,85713,460,920,2.3,2116,677.12,2793.12
PILOT HILL,CA,95664,461,922,2.3,2120.6,678.592,2799.192
GEYSERVILLE,CA,95441,461,922,2.3,2120.6,678.592,2799.192
VAIL,AZ,85641,461,922,2.3,2120.6,678.592,2799.192
SACRAMENTO,CA,95829,462,924,2.3,2125.2,680.064,2805.264
CHICAGO PARK,CA,95712,462,924,2.3,2125.2,680.064,2805.264
FOLSOM,CA,95630,462,924,2.3,2125.2,680.064,2805.264
VERNON,AZ,85940,462,924,2.3,2125.2,680.064,2805.264
QUEEN CREEK,AZ,85142,463,926,2.3,2129.8,681.536,2811.336
POTTER VALLEY,CA,95469,463,926,2.3,2129.8,681.536,2811.336
UPPER LAKE,CA,95485,464,928,2.3,2134.4,683.008,2817.408
CLEARLAKE,CA,95422,464,928,2.3,2134.4,683.008,2817.408
DUNCANS MILLS,CA,95430,465,930,2.3,2139,684.48,2823.48
BAGDAD,AZ,86321,465,930,2.3,2139,684.48,2823.48
KEARNY,AZ,85137,466,932,2.3,2143.6,685.952,2829.552
ELK,CA,95432,466,932,2.3,2143.6,685.952,2829.552
ALTA,CA,95701,466,932,2.3,2143.6,685.952,2829.552
GREENVILLE,CA,95947,466,932,2.3,2143.6,685.952,2829.552
CANOGA PARK,CA,91303,466,932,2.3,2143.6,685.952,2829.552
YUMA,AZ,85365,467,934,2.3,2148.2,687.424,2835.624
SUTTER,CA,95982,467,934,2.3,2148.2,687.424,2835.624
BERKELEY,CA,94702,468,936,2.3,2152.8,688.896,2841.696
CLIPPER MILLS,CA,95930,468,936,2.3,2152.8,688.896,2841.696
SANTA ROSA,CA,95403,469,938,2.3,2157.4,690.368,2847.768
NEVADA CITY,CA,95959,469,938,2.3,2157.4,690.368,2847.768
TWAIN,CA,95984,469,938,2.3,2157.4,690.368,2847.768
VAIL,AZ,85641,469,938,2.3,2157.4,690.368,2847.768
TONALEA,AZ,86044,469,938,2.3,2157.4,690.368,2847.768
TOMALES,CA,94971,470,940,2.3,2162,691.84,2853.84
TUCSON,AZ,85711,470,940,2.3,2162,691.84,2853.84
CLEARLAKE PARK,CA,95424,471,942,2.3,2166.6,693.312,2859.912
GOLD RUN,CA,95717,471,942,2.3,2166.6,693.312,2859.912
WILLIAMS,CA,95987,471,942,2.3,2166.6,693.312,2859.912
OREGON HOUSE,CA,95962,471,942,2.3,2166.6,693.312,2859.912
BEALE AFB,CA,95903,471,942,2.3,2166.6,693.312,2859.912
TULELAKE,CA,96134,471,942,2.3,2166.6,693.312,2859.912
COLFAX,CA,95713,472,944,2.3,2171.2,694.784,2865.984
TUCSON,AZ,85757,472,944,2.3,2171.2,694.784,2865.984
OAKLAND,CA,94615,473,946,2.3,2175.8,696.256,2872.056
LITTLE RIVER,CA,95456,473,946,2.3,2175.8,696.256,2872.056
VICTOR,CA,95253,474,948,2.3,2180.4,697.728,2878.128
BIGGS,CA,95917,474,948,2.3,2180.4,697.728,2878.128
SYLMAR,CA,91342,474,948,2.3,2180.4,697.728,2878.128
RANCHO CORDOVA,CA,95670,475,950,2.3,2185,699.2,2884.2
WOODLAND,CA,95695,475,950,2.3,2185,699.2,2884.2
CLARKSBURG,CA,95612,475,950,2.3,2185,699.2,2884.2
SANTA ROSA,CA,95405,475,950,2.3,2185,699.2,2884.2
KYBURZ,CA,95720,475,950,2.3,2185,699.2,2884.2
TEMPE,AZ,85281,476,952,2.3,2189.6,700.672,2890.272
SASABE,AZ,85633,476,952,2.3,2189.6,700.672,2890.272
FLAGSTAFF,AZ,86001,476,952,2.3,2189.6,700.672,2890.272
SACRAMENTO,CA,95834,477,954,2.3,2194.2,702.144,2896.344
STINSON BEACH,CA,94970,477,954,2.3,2194.2,702.144,2896.344
EMIGRANT GAP,CA,95715,477,954,2.3,2194.2,702.144,2896.344
SAFFORD,AZ,85546,477,954,2.3,2194.2,702.144,2896.344
STEWARTS POINT,CA,95480,477,954,2.3,2194.2,702.144,2896.344
WINSLOW,AZ,86047,477,954,2.3,2194.2,702.144,2896.344
DUTCH FLAT,CA,95714,478,956,2.3,2198.8,703.616,2902.416
CATALINA,AZ,85739,478,956,2.3,2198.8,703.616,2902.416
JENNER,CA,95450,478,956,2.3,2198.8,703.616,2902.416
ROSEVILLE,CA,95678,479,958,2.3,2203.4,705.088,2908.488
THATCHER,AZ,85552,479,958,2.3,2203.4,705.088,2908.488
PINE,AZ,85544,479,958,2.3,2203.4,705.088,2908.488
BUTTE CITY,CA,95920,479,958,2.3,2203.4,705.088,2908.488
GREER,AZ,85927,479,958,2.3,2203.4,705.088,2908.488
CAPISTRANO BEACH,CA,92624,479,958,2.3,2203.4,705.088,2908.488
WILLIAMS,AZ,86046,479,958,2.3,2203.4,705.088,2908.488
SONOITA,AZ,85637,479,958,2.3,2203.4,705.088,2908.488
RICHVALE,CA,95974,481,962,2.3,2212.6,708.032,2920.632
CAMP VERDE,AZ,86322,482,964,2.3,2217.2,709.504,2926.704
TUCSON,AZ,85719,482,964,2.3,2217.2,709.504,2926.704
SEDONA,AZ,86336,483,966,2.3,2221.8,710.976,2932.776
LAYTONVILLE,CA,95454,483,966,2.3,2221.8,710.976,2932.776
FORBESTOWN,CA,95941,483,966,2.3,2221.8,710.976,2932.776
CHINO VALLEY,AZ,86323,484,968,2.3,2226.4,712.448,2938.848
GRASS VALLEY,CA,95945,484,968,2.3,2226.4,712.448,2938.848
GUERNEVILLE,CA,95446,485,970,2.3,2231,713.92,2944.92
ZAMORA,CA,95698,485,970,2.3,2231,713.92,2944.92
PEORIA,AZ,85381,485,970,2.3,2231,713.92,2944.92
VALLEY FARMS,AZ,85191,485,970,2.3,2231,713.92,2944.92
KINGS BEACH,CA,96143,485,970,2.3,2231,713.92,2944.92
NUTRIOSO,AZ,85932,485,970,2.3,2231,713.92,2944.92
CLARKDALE,AZ,86324,486,972,2.3,2235.6,715.392,2950.992
FLAGSTAFF,AZ,86004,486,972,2.3,2235.6,715.392,2950.992
CAMERON,AZ,86020,486,972,2.3,2235.6,715.392,2950.992
TUCSON,AZ,85718,487,974,2.3,2240.2,716.864,2957.064
CARNELIAN BAY,CA,96140,487,974,2.3,2240.2,716.864,2957.064
PERIDOT,AZ,85542,487,974,2.3,2240.2,716.864,2957.064
HEREFORD,AZ,85615,488,976,2.3,2244.8,718.336,2963.136
MILFORD,CA,96121,488,976,2.3,2244.8,718.336,2963.136
AGUILA,AZ,85320,489,978,2.3,2249.4,719.808,2969.208
SIERRA VISTA,AZ,85635,489,978,2.3,2249.4,719.808,2969.208
DUNNIGAN,CA,95937,491,982,2.3,2258.6,722.752,2981.352
TUCSON,AZ,85701,491,982,2.3,2258.6,722.752,2981.352
CAMPTONVILLE,CA,95922,491,982,2.3,2258.6,722.752,2981.352
SHERIDAN,CA,95681,492,984,2.3,2263.2,724.224,2987.424
LITCHFIELD PARK,AZ,85340,492,984,2.3,2263.2,724.224,2987.424
CHILCOOT,CA,96105,492,984,2.3,2263.2,724.224,2987.424
WEST SACRAMENTO,CA,95691,493,986,2.3,2267.8,725.696,2993.496
CLOVERDALE,CA,95425,493,986,2.3,2267.8,725.696,2993.496
FLORENCE,AZ,85132,493,986,2.3,2267.8,725.696,2993.496
PHOENIX,AZ,85042,494,988,2.3,2272.4,727.168,2999.568
ORLAND,CA,95963,494,988,2.3,2272.4,727.168,2999.568
NOGALES,AZ,85621,494,988,2.3,2272.4,727.168,2999.568
TAYLORSVILLE,CA,95983,494,988,2.3,2272.4,727.168,2999.568
PAULDEN,AZ,86334,495,990,2.3,2277,728.64,3005.64
CAMERON,AZ,86020,496,992,2.3,2281.6,730.112,3011.712
AUBURN,CA,95603,497,994,2.3,2286.2,731.584,3017.784
CORTARO,AZ,85652,497,994,2.3,2286.2,731.584,3017.784
TUCSON,AZ,85715,497,994,2.3,2286.2,731.584,3017.784
FORT HUACHUCA,AZ,85613,497,994,2.3,2286.2,731.584,3017.784
PALERMO,CA,95968,498,996,2.3,2290.8,733.056,3023.856
CRESCENT MILLS,CA,95934,499,998,2.3,2295.4,734.528,3029.928
HEALDSBURG,CA,95448,499,998,2.3,2295.4,734.528,3029.928
